frame_number,instruction_text,quality_score,image_path,robot_x,robot_y,robot_z,robot_qx,robot_qy,robot_qz,robot_qw,roll_deg,pitch_deg,yaw_deg
1090,make slow circular sweeps until moving anatomy appears,21,frames/frame_001090.png,-0.608498,0.067527,0.086132,-0.595925,0.087541,0.797793,-0.027137,32.081875,71.102266,-152.881420
1091,make slow circular sweeps until moving anatomy appears,22,frames/frame_001091.png,-0.608892,0.067638,0.086258,-0.595887,0.087544,0.797805,-0.027603,32.157344,71.079735,-152.768039
1092,make slow circular sweeps until moving anatomy appears,22,frames/frame_001092.png,-0.609644,0.067910,0.086651,-0.595675,0.087627,0.797921,-0.028559,32.303484,71.013886,-152.550611
1093,make slow circular sweeps until moving anatomy appears,23,frames/frame_001093.png,-0.610422,0.068183,0.086752,-0.595548,0.087638,0.797983,-0.029426,32.432006,70.964428,-152.352016
1094,make slow circular sweeps until moving anatomy appears,23,frames/frame_001094.png,-0.612128,0.065978,0.086493,-0.595853,0.086788,0.797750,-0.031985,32.719789,70.931816,-151.784196
1095,make slow circular sweeps until moving anatomy appears,25,frames/frame_001095.png,-0.611904,0.068619,0.086956,-0.595187,0.087476,0.798220,-0.030733,32.540614,70.874692,-152.123211
1096,make slow circular sweeps until moving anatomy appears,26,frames/frame_001096.png,-0.612640,0.068785,0.087174,-0.594893,0.087130,0.798457,-0.031255,32.476932,70.829733,-152.115873
1097,make slow circular sweeps until moving anatomy appears,26,frames/frame_001097.png,-0.614339,0.068891,0.087482,-0.594008,0.086287,0.799137,-0.033007,32.370494,70.681002,-152.009879
1098,make slow circular sweeps until moving anatomy appears,26,frames/frame_001098.png,-0.614588,0.068921,0.087475,-0.593894,0.086191,0.799219,-0.033325,32.376363,70.657865,-151.970099
1099,make slow circular sweeps until moving anatomy appears,27,frames/frame_001099.png,-0.615140,0.068902,0.087778,-0.593434,0.086057,0.799547,-0.033982,32.357278,70.580280,-151.924644
1100,make slow circular sweeps until moving anatomy appears,26,frames/frame_001100.png,-0.616564,0.066313,0.087652,-0.593549,0.084899,0.799478,-0.036409,32.494904,70.540576,-151.492274
1101,make slow circular sweeps until moving anatomy appears,25,frames/frame_001101.png,-0.615739,0.068755,0.087885,-0.593045,0.085677,0.799840,-0.034824,32.320617,70.512666,-151.861185
1102,make slow circular sweeps until moving anatomy appears,24,frames/frame_001102.png,-0.616058,0.068498,0.087543,-0.593052,0.085405,0.799845,-0.035268,32.326896,70.505751,-151.796032
1103,make slow circular sweeps until moving anatomy appears,24,frames/frame_001103.png,-0.616184,0.068342,0.087386,-0.593037,0.085279,0.799861,-0.035463,32.324326,70.500683,-151.772238
1104,make slow circular sweeps until moving anatomy appears,23,frames/frame_001104.png,-0.616298,0.068097,0.087103,-0.593022,0.085133,0.799873,-0.035777,32.336678,70.491745,-151.722107
1105,make slow circular sweeps until moving anatomy appears,23,frames/frame_001105.png,-0.616343,0.067995,0.086754,-0.593045,0.085027,0.799862,-0.035900,32.334901,70.493406,-151.704950
1106,make slow circular sweeps until moving anatomy appears,23,frames/frame_001106.png,-0.616583,0.067875,0.086656,-0.592767,0.085086,0.800053,-0.036087,32.324145,70.449970,-151.705463
1107,make slow circular sweeps until moving anatomy appears,23,frames/frame_001107.png,-0.617069,0.067706,0.086607,-0.592039,0.085283,0.800558,-0.036375,32.272265,70.342250,-151.750547
1108,make slow circular sweeps until moving anatomy appears,24,frames/frame_001108.png,-0.617064,0.067672,0.086639,-0.591938,0.085260,0.800633,-0.036433,32.255193,70.328302,-151.761034
1109,make slow circular sweeps until moving anatomy appears,24,frames/frame_001109.png,-0.617076,0.067701,0.086713,-0.591707,0.085366,0.800789,-0.036495,32.245107,70.293886,-151.774943
1110,make slow circular sweeps until moving anatomy appears,24,frames/frame_001110.png,-0.617109,0.067681,0.086623,-0.591683,0.085373,0.800806,-0.036506,32.243981,70.290228,-151.775834
1111,make slow circular sweeps until moving anatomy appears,24,frames/frame_001111.png,-0.618232,0.065159,0.086118,-0.592011,0.084532,0.800566,-0.038372,32.409738,70.287920,-151.387243
1112,make slow circular sweeps until moving anatomy appears,23,frames/frame_001112.png,-0.618321,0.065112,0.085912,-0.591991,0.084496,0.800584,-0.038372,32.396325,70.286696,-151.397750
1113,make slow circular sweeps until moving anatomy appears,23,frames/frame_001113.png,-0.617331,0.067593,0.086170,-0.591557,0.085393,0.800894,-0.036574,32.234649,70.271384,-151.781263
1114,make slow circular sweeps until moving anatomy appears,23,frames/frame_001114.png,-0.617376,0.067575,0.086317,-0.591367,0.085443,0.801026,-0.036625,32.216874,70.244298,-151.799081
1115,make slow circular sweeps until moving anatomy appears,23,frames/frame_001115.png,-0.617410,0.067510,0.086379,-0.591303,0.085441,0.801070,-0.036712,32.217761,70.233207,-151.790980
1116,make slow circular sweeps until moving anatomy appears,23,frames/frame_001116.png,-0.617495,0.067430,0.086350,-0.591270,0.085430,0.801088,-0.036867,32.234285,70.223532,-151.760918
1117,make slow circular sweeps until moving anatomy appears,23,frames/frame_001117.png,-0.618761,0.064721,0.086187,-0.591462,0.084529,0.800935,-0.039128,32.421992,70.191447,-151.313166
1118,make slow circular sweeps until moving anatomy appears,24,frames/frame_001118.png,-0.617824,0.067126,0.086429,-0.591110,0.085355,0.801185,-0.037492,32.287087,70.182498,-151.650735
1119,make slow circular sweeps until moving anatomy appears,24,frames/frame_001119.png,-0.617932,0.067144,0.086418,-0.591106,0.085383,0.801178,-0.037654,32.320566,70.174822,-151.606188
1120,make slow circular sweeps until moving anatomy appears,23,frames/frame_001120.png,-0.619020,0.064705,0.086201,-0.591430,0.084528,0.800933,-0.039645,32.501586,70.167720,-151.191037
1121,make slow circular sweeps until moving anatomy appears,24,frames/frame_001121.png,-0.619029,0.064701,0.086170,-0.591433,0.084574,0.800920,-0.039770,32.535088,70.161679,-151.150997
1122,make slow circular sweeps until moving anatomy appears,24,frames/frame_001122.png,-0.619052,0.064683,0.086147,-0.591423,0.084580,0.800922,-0.039863,32.549944,70.156636,-151.128995
1123,make slow circular sweeps until moving anatomy appears,23,frames/frame_001123.png,-0.619100,0.064793,0.086135,-0.591284,0.084934,0.800984,-0.039913,32.619863,70.125442,-151.084349
1124,make slow circular sweeps until moving anatomy appears,23,frames/frame_001124.png,-0.619118,0.064991,0.086014,-0.591112,0.085544,0.801057,-0.039710,32.706092,70.090931,-151.065189
1125,make slow circular sweeps until moving anatomy appears,23,frames/frame_001125.png,-0.619110,0.064947,0.085868,-0.591088,0.085804,0.801050,-0.039649,32.757225,70.081387,-151.040572
1126,make slow circular sweeps until moving anatomy appears,23,frames/frame_001126.png,-0.618096,0.067398,0.086028,-0.590571,0.087375,0.801360,-0.037600,32.711395,70.043092,-151.384596
1127,make slow circular sweeps until moving anatomy appears,24,frames/frame_001127.png,-0.618162,0.067456,0.086156,-0.590435,0.088199,0.801388,-0.037199,32.827415,70.013661,-151.369677
1128,make slow circular sweeps until moving anatomy appears,25,frames/frame_001128.png,-0.618296,0.067370,0.086168,-0.590079,0.090418,0.801446,-0.036283,33.167729,69.929506,-151.288007
1129,make slow circular sweeps until moving anatomy appears,26,frames/frame_001129.png,-0.618310,0.067178,0.086125,-0.589663,0.091537,0.801644,-0.035847,33.294784,69.857254,-151.289558
1130,make slow circular sweeps until moving anatomy appears,26,frames/frame_001130.png,-0.618314,0.067126,0.086079,-0.589472,0.092102,0.801733,-0.035562,33.351999,69.825624,-151.302495
1131,make slow circular sweeps until moving anatomy appears,26,frames/frame_001131.png,-0.618364,0.066943,0.086128,-0.589019,0.093217,0.801955,-0.035146,33.473292,69.748343,-151.308011
1132,make slow circular sweeps until moving anatomy appears,25,frames/frame_001132.png,-0.618415,0.066803,0.086372,-0.588463,0.094285,0.802252,-0.034827,33.576751,69.656297,-151.319501
1133,make slow circular sweeps until moving anatomy appears,24,frames/frame_001133.png,-0.618438,0.066727,0.086455,-0.588212,0.094822,0.802381,-0.034626,33.628245,69.615267,-151.329085
1134,make slow circular sweeps until moving anatomy appears,23,frames/frame_001134.png,-0.618441,0.066651,0.086420,-0.587823,0.095770,0.802581,-0.033986,33.684555,69.560622,-151.404130
1135,make slow circular sweeps until moving anatomy appears,23,frames/frame_001135.png,-0.618428,0.066625,0.086268,-0.587744,0.096202,0.802606,-0.033567,33.709829,69.552782,-151.449049
1136,make slow circular sweeps until moving anatomy appears,23,frames/frame_001136.png,-0.618438,0.066596,0.086240,-0.587583,0.096579,0.802693,-0.033199,33.713241,69.534814,-151.507171
1137,make slow circular sweeps until moving anatomy appears,23,frames/frame_001137.png,-0.618460,0.066483,0.086351,-0.587284,0.097093,0.802882,-0.032420,33.657439,69.511693,-151.669782
1138,make slow circular sweeps until moving anatomy appears,22,frames/frame_001138.png,-0.618702,0.066092,0.087000,-0.587343,0.096983,0.802951,-0.029881,33.235882,69.622470,-152.290520
1139,make slow circular sweeps until moving anatomy appears,22,frames/frame_001139.png,-0.618855,0.065920,0.087391,-0.588352,0.096804,0.802266,-0.028999,33.251192,69.786968,-152.331717
1140,make slow circular sweeps until moving anatomy appears,22,frames/frame_001140.png,-0.618848,0.065858,0.087520,-0.589142,0.096724,0.801712,-0.028520,33.313639,69.905574,-152.301173
1141,make slow circular sweeps until moving anatomy appears,22,frames/frame_001141.png,-0.618859,0.065719,0.087777,-0.590976,0.096697,0.800396,-0.027635,33.539068,70.166896,-152.144083
1142,make slow circular sweeps until moving anatomy appears,22,frames/frame_001142.png,-0.618896,0.065610,0.087944,-0.591851,0.096704,0.799760,-0.027303,33.668925,70.287370,-152.041151
1143,make slow circular sweeps until moving anatomy appears,22,frames/frame_001143.png,-0.618929,0.065513,0.088075,-0.592684,0.096723,0.799148,-0.027059,33.809254,70.398834,-151.921518
1144,make slow circular sweeps until moving anatomy appears,22,frames/frame_001144.png,-0.618993,0.065358,0.088368,-0.594321,0.096779,0.797941,-0.026598,34.098046,70.616273,-151.673392
1145,make slow circular sweeps until moving anatomy appears,22,frames/frame_001145.png,-0.618967,0.065541,0.088604,-0.595933,0.097079,0.796718,-0.026077,34.442491,70.824731,-151.394690
1146,make slow circular sweeps until moving anatomy appears,22,frames/frame_001146.png,-0.618958,0.065682,0.088750,-0.596651,0.097283,0.796162,-0.025872,34.621523,70.913922,-151.248523
1147,make slow circular sweeps until moving anatomy appears,22,frames/frame_001147.png,-0.620009,0.063214,0.088819,-0.598544,0.096567,0.794777,-0.027371,35.119015,71.108211,-150.567230
1148,make slow circular sweeps until moving anatomy appears,23,frames/frame_001148.png,-0.619090,0.065583,0.089347,-0.599549,0.097610,0.793959,-0.025363,35.283033,71.277152,-150.652713
1149,make slow circular sweeps until moving anatomy appears,22,frames/frame_001149.png,-0.619185,0.065506,0.089734,-0.602870,0.097607,0.791465,-0.024573,35.935484,71.714358,-150.061235
1150,make slow circular sweeps until moving anatomy appears,22,frames/frame_001150.png,-0.619199,0.065631,0.089788,-0.603427,0.097694,0.791037,-0.024344,36.054614,71.788451,-149.967442
1151,make slow circular sweeps until moving anatomy appears,21,frames/frame_001151.png,-0.619264,0.065666,0.089943,-0.604439,0.097737,0.790269,-0.023987,36.252840,71.924833,-149.800892
1152,make slow circular sweeps until moving anatomy appears,21,frames/frame_001152.png,-0.619342,0.065556,0.090106,-0.605314,0.097703,0.789610,-0.023764,36.422623,72.041568,-149.645715
1153,make slow circular sweeps until moving anatomy appears,21,frames/frame_001153.png,-0.619367,0.065579,0.090176,-0.606045,0.097717,0.789056,-0.023487,36.561435,72.141498,-149.530021
1154,make slow circular sweeps until moving anatomy appears,21,frames/frame_001154.png,-0.619359,0.065564,0.090249,-0.606357,0.097739,0.788816,-0.023409,36.632671,72.181703,-149.466665
1155,make slow circular sweeps until moving anatomy appears,22,frames/frame_001155.png,-0.620451,0.063034,0.090161,-0.607238,0.096723,0.788215,-0.024975,36.862013,72.257729,-149.024569
1156,make slow circular sweeps until moving anatomy appears,22,frames/frame_001156.png,-0.619446,0.065723,0.090409,-0.607025,0.097904,0.788292,-0.023032,36.781488,72.272739,-149.361601
1157,make slow circular sweeps until moving anatomy appears,22,frames/frame_001157.png,-0.619461,0.065743,0.090452,-0.607461,0.097954,0.787955,-0.022870,36.878629,72.330600,-149.281297
1158,make slow circular sweeps until moving anatomy appears,22,frames/frame_001158.png,-0.619500,0.065745,0.090507,-0.607591,0.098007,0.787849,-0.022837,36.921237,72.345630,-149.245660
1159,make slow circular sweeps until moving anatomy appears,22,frames/frame_001159.png,-0.619548,0.065813,0.090601,-0.608517,0.098080,0.787130,-0.022671,37.153601,72.461891,-149.031978
1160,make slow circular sweeps until moving anatomy appears,22,frames/frame_001160.png,-0.619599,0.065754,0.090679,-0.608792,0.098175,0.786900,-0.022859,37.286840,72.483110,-148.890878
1161,make slow circular sweeps until moving anatomy appears,22,frames/frame_001161.png,-0.620641,0.063166,0.090520,-0.609359,0.097103,0.786538,-0.024703,37.476584,72.510298,-148.461502
1162,make slow circular sweeps until moving anatomy appears,21,frames/frame_001162.png,-0.619633,0.065762,0.090841,-0.609343,0.098323,0.786449,-0.023048,37.509915,72.535368,-148.664019
1163,make slow circular sweeps until moving anatomy appears,20,frames/frame_001163.png,-0.620692,0.063121,0.090720,-0.609936,0.097245,0.786066,-0.024932,37.713352,72.563724,-148.217248
1164,make slow circular sweeps until moving anatomy appears,20,frames/frame_001164.png,-0.620716,0.063140,0.090858,-0.610399,0.097300,0.785698,-0.024986,37.864321,72.614588,-148.065896
1165,make slow circular sweeps until moving anatomy appears,19,frames/frame_001165.png,-0.619672,0.065780,0.091083,-0.610229,0.098472,0.785740,-0.023178,37.813835,72.630134,-148.360896
1166,make slow circular sweeps until moving anatomy appears,19,frames/frame_001166.png,-0.619719,0.065773,0.091182,-0.610697,0.098508,0.785370,-0.023221,37.959292,72.682710,-148.214438
1167,make slow circular sweeps until moving anatomy appears,19,frames/frame_001167.png,-0.619764,0.065729,0.091308,-0.611070,0.098515,0.785077,-0.023295,38.077135,72.723691,-148.090710
1168,make slow circular sweeps until moving anatomy appears,19,frames/frame_001168.png,-0.620810,0.063047,0.091186,-0.611866,0.097322,0.784546,-0.025216,38.316157,72.778255,-147.595700
1169,make slow circular sweeps until moving anatomy appears,19,frames/frame_001169.png,-0.619809,0.065612,0.091397,-0.612493,0.098328,0.783988,-0.023396,38.437883,72.896047,-147.704937
1170,make slow circular sweeps until moving anatomy appears,19,frames/frame_001170.png,-0.619848,0.065589,0.091466,-0.612913,0.098286,0.783666,-0.023349,38.535356,72.949908,-147.607474
1171,make slow circular sweeps until moving anatomy appears,19,frames/frame_001171.png,-0.619859,0.065570,0.091515,-0.613108,0.098229,0.783521,-0.023330,38.570717,72.976164,-147.568739
1172,make slow circular sweeps until moving anatomy appears,19,frames/frame_001172.png,-0.620920,0.062943,0.091343,-0.613918,0.097001,0.782987,-0.025039,38.772276,73.042618,-147.125697
1173,make slow circular sweeps until moving anatomy appears,19,frames/frame_001173.png,-0.620960,0.062912,0.091396,-0.614229,0.096927,0.782753,-0.025002,38.833570,73.084149,-147.061111
1174,make slow circular sweeps until moving anatomy appears,20,frames/frame_001174.png,-0.619939,0.065511,0.091511,-0.614167,0.098051,0.782718,-0.023194,38.796287,73.115149,-147.338586
1175,make slow circular sweeps until moving anatomy appears,20,frames/frame_001175.png,-0.619917,0.065497,0.091441,-0.614366,0.097977,0.782572,-0.023158,38.825591,73.143302,-147.306024
1176,make slow circular sweeps until moving anatomy appears,21,frames/frame_001176.png,-0.619928,0.065503,0.091342,-0.614537,0.097950,0.782442,-0.023126,38.861226,73.166171,-147.270571
1177,make slow circular sweeps until moving anatomy appears,21,frames/frame_001177.png,-0.619929,0.065485,0.091119,-0.614907,0.097845,0.782166,-0.023074,38.928502,73.216620,-147.198622
1178,make slow circular sweeps until moving anatomy appears,21,frames/frame_001178.png,-0.619922,0.065456,0.091146,-0.615087,0.097769,0.782034,-0.023068,38.957979,73.241264,-147.163222
1179,make slow circular sweeps until moving anatomy appears,21,frames/frame_001179.png,-0.620989,0.062712,0.091008,-0.615722,0.096482,0.781635,-0.024977,39.135925,73.279722,-146.722785
1180,make slow circular sweeps until moving anatomy appears,20,frames/frame_001180.png,-0.619945,0.065446,0.091134,-0.615362,0.097745,0.781821,-0.023068,39.030851,73.274752,-147.088040
1181,make slow circular sweeps until moving anatomy appears,20,frames/frame_001181.png,-0.619917,0.065727,0.091139,-0.615182,0.098229,0.781912,-0.022717,39.050893,73.250315,-147.136669
1182,make slow circular sweeps until moving anatomy appears,20,frames/frame_001182.png,-0.619930,0.065661,0.091166,-0.614991,0.098553,0.782026,-0.022572,39.060728,73.221556,-147.165532
1183,make slow circular sweeps until moving anatomy appears,20,frames/frame_001183.png,-0.619921,0.065600,0.091135,-0.614625,0.099567,0.782207,-0.021794,39.098637,73.173945,-147.274996
1184,make slow circular sweeps until moving anatomy appears,21,frames/frame_001184.png,-0.621007,0.062718,0.091065,-0.614670,0.100074,0.782091,-0.022353,39.361169,73.133130,-147.008553
1185,make slow circular sweeps until moving anatomy appears,21,frames/frame_001185.png,-0.619991,0.065245,0.091182,-0.614204,0.102184,0.782255,-0.019711,39.335019,73.117059,-147.424737
1186,make slow circular sweeps until moving anatomy appears,20,frames/frame_001186.png,-0.620011,0.065156,0.090991,-0.614198,0.104225,0.782034,-0.017915,39.581877,73.119553,-147.492816
1187,make slow circular sweeps until moving anatomy appears,20,frames/frame_001187.png,-0.620094,0.064925,0.091117,-0.614068,0.106293,0.781893,-0.016277,39.831832,73.099501,-147.547162
1188,make slow circular sweeps until moving anatomy appears,19,frames/frame_001188.png,-0.620087,0.064861,0.091149,-0.614243,0.108469,0.781494,-0.014412,40.160421,73.122461,-147.550117
1189,make slow circular sweeps until moving anatomy appears,18,frames/frame_001189.png,-0.620097,0.064713,0.091139,-0.615062,0.112496,0.780336,-0.010862,40.902930,73.229300,-147.428656
1190,make slow circular sweeps until moving anatomy appears,19,frames/frame_001190.png,-0.620100,0.064616,0.091175,-0.615349,0.114443,0.779843,-0.009683,41.332107,73.242593,-147.256054
1191,make slow circular sweeps until moving anatomy appears,20,frames/frame_001191.png,-0.620095,0.064555,0.091180,-0.615568,0.116390,0.779394,-0.008669,41.772403,73.240040,-147.058945
1192,make slow circular sweeps until moving anatomy appears,21,frames/frame_001192.png,-0.620057,0.064554,0.091161,-0.615731,0.117316,0.779132,-0.008094,41.983404,73.250158,-146.971150
1193,make slow circular sweeps until moving anatomy appears,21,frames/frame_001193.png,-0.620031,0.064505,0.091198,-0.616073,0.119212,0.778585,-0.006917,42.419217,73.271830,-146.787558
1194,make slow circular sweeps until moving anatomy appears,20,frames/frame_001194.png,-0.620057,0.064530,0.091238,-0.616239,0.120338,0.778286,-0.006254,42.674048,73.278626,-146.679664
1195,make slow circular sweeps until moving anatomy appears,20,frames/frame_001195.png,-0.620032,0.064510,0.091215,-0.616677,0.122602,0.777594,-0.005092,43.251100,73.295552,-146.384042
1196,make slow circular sweeps until moving anatomy appears,20,frames/frame_001196.png,-0.621036,0.061886,0.091046,-0.617330,0.122576,0.777071,-0.006276,43.658304,73.311406,-145.877141
1197,make slow circular sweeps until moving anatomy appears,19,frames/frame_001197.png,-0.620979,0.061923,0.091014,-0.617637,0.124827,0.776475,-0.005369,44.238162,73.299355,-145.556911
1198,make slow circular sweeps until moving anatomy appears,19,frames/frame_001198.png,-0.620970,0.061805,0.091016,-0.617738,0.127319,0.775991,-0.005233,44.955560,73.213241,-145.056759
1199,make slow circular sweeps until moving anatomy appears,20,frames/frame_001199.png,-0.619837,0.064517,0.091088,-0.617149,0.135246,0.775128,-0.003489,46.695239,72.900486,-144.116880
1200,make slow circular sweeps until moving anatomy appears,22,frames/frame_001200.png,-0.620797,0.061775,0.090791,-0.617652,0.135964,0.774592,-0.005125,47.324321,72.835949,-143.413117
1201,make slow circular sweeps until moving anatomy appears,22,frames/frame_001201.png,-0.620756,0.061807,0.090621,-0.617696,0.136928,0.774389,-0.005011,47.584838,72.804329,-143.241808
1202,make slow circular sweeps until moving anatomy appears,21,frames/frame_001202.png,-0.619713,0.064475,0.090493,-0.617180,0.139994,0.774261,-0.003186,47.964522,72.712335,-143.266220
1203,make slow circular sweeps until moving anatomy appears,21,frames/frame_001203.png,-0.620763,0.061795,0.090286,-0.617553,0.139736,0.774001,-0.005023,48.307016,72.663024,-142.751874
1204,make slow circular sweeps until moving anatomy appears,20,frames/frame_001204.png,-0.619683,0.064563,0.090343,-0.616823,0.142957,0.774004,-0.003360,48.681471,72.532119,-142.781685
1205,make slow circular sweeps until moving anatomy appears,20,frames/frame_001205.png,-0.619656,0.064571,0.090331,-0.616660,0.143961,0.773946,-0.003515,48.923433,72.460954,-142.610810
1206,make slow circular sweeps until moving anatomy appears,20,frames/frame_001206.png,-0.620631,0.061885,0.090077,-0.616898,0.144553,0.773634,-0.005604,49.478171,72.342440,-141.934556
1207,make slow circular sweeps until moving anatomy appears,21,frames/frame_001207.png,-0.620694,0.061860,0.090084,-0.616500,0.146433,0.773594,-0.006132,49.925506,72.184330,-141.601098
1208,make slow circular sweeps until moving anatomy appears,21,frames/frame_001208.png,-0.619849,0.064404,0.090300,-0.615510,0.149542,0.773795,-0.005167,50.278160,71.991603,-141.587455
1209,make slow circular sweeps until moving anatomy appears,21,frames/frame_001209.png,-0.620924,0.061691,0.090176,-0.615588,0.150114,0.773601,-0.007671,50.813011,71.830026,-140.895965
1210,make slow circular sweeps until moving anatomy appears,21,frames/frame_001210.png,-0.619751,0.064368,0.090263,-0.614429,0.154459,0.773672,-0.007152,51.480573,71.536135,-140.634648
1211,make slow circular sweeps until moving anatomy appears,21,frames/frame_001211.png,-0.619773,0.064373,0.090297,-0.614073,0.155706,0.773700,-0.007626,51.747837,71.413224,-140.433355
1212,make slow circular sweeps until moving anatomy appears,20,frames/frame_001212.png,-0.619812,0.064375,0.090332,-0.613702,0.156886,0.773752,-0.008070,51.987063,71.293407,-140.257048
1213,make slow circular sweeps until moving anatomy appears,19,frames/frame_001213.png,-0.620871,0.061755,0.090194,-0.614038,0.156231,0.773595,-0.010017,52.191471,71.245148,-139.838559
1214,make slow circular sweeps until moving anatomy appears,19,frames/frame_001214.png,-0.619784,0.064825,0.090338,-0.613192,0.158688,0.773785,-0.008453,52.326624,71.133363,-140.037589
1215,make slow circular sweeps until moving anatomy appears,19,frames/frame_001215.png,-0.619775,0.064985,0.090415,-0.612841,0.159714,0.773847,-0.008849,52.522389,71.025523,-139.895748
1216,make slow circular sweeps until moving anatomy appears,19,frames/frame_001216.png,-0.619796,0.064820,0.090373,-0.612652,0.160447,0.773839,-0.009369,52.712037,70.940677,-139.725304
1217,make slow circular sweeps until moving anatomy appears,20,frames/frame_001217.png,-0.619857,0.064706,0.090384,-0.612515,0.160811,0.773869,-0.009654,52.795126,70.892613,-139.649625
1218,make slow circular sweeps until moving anatomy appears,20,frames/frame_001218.png,-0.619922,0.064692,0.090251,-0.612328,0.161499,0.773868,-0.010015,52.951979,70.819429,-139.521100
1219,make slow circular sweeps until moving anatomy appears,20,frames/frame_001219.png,-0.619924,0.064820,0.090247,-0.612205,0.161898,0.773881,-0.010103,53.022059,70.782568,-139.477451
1220,make slow circular sweeps until moving anatomy appears,20,frames/frame_001220.png,-0.620940,0.062345,0.090148,-0.612454,0.161475,0.773741,-0.012297,53.276119,70.698081,-139.008586
1221,make slow circular sweeps until moving anatomy appears,19,frames/frame_001221.png,-0.619997,0.064912,0.090227,-0.611167,0.165410,0.773919,-0.012819,53.885702,70.346954,-138.687833
1222,make slow circular sweeps until moving anatomy appears,18,frames/frame_001222.png,-0.620056,0.064964,0.090145,-0.610858,0.166582,0.773896,-0.013717,54.177614,70.205059,-138.421326
1223,make slow circular sweeps until moving anatomy appears,18,frames/frame_001223.png,-0.620072,0.065086,0.090117,-0.610691,0.167198,0.773889,-0.014072,54.314043,70.137024,-138.307755
1224,make slow circular sweeps until moving anatomy appears,19,frames/frame_001224.png,-0.620186,0.065290,0.090191,-0.610239,0.168356,0.773980,-0.014801,54.533659,69.991634,-138.126537
1225,make slow circular sweeps until moving anatomy appears,19,frames/frame_001225.png,-0.620231,0.065311,0.090189,-0.610053,0.168855,0.774011,-0.015187,54.638473,69.925438,-138.032383
1226,make slow circular sweeps until moving anatomy appears,19,frames/frame_001226.png,-0.620318,0.065220,0.090108,-0.609653,0.170039,0.774044,-0.016299,54.920625,69.760383,-137.759436
1227,make slow circular sweeps until moving anatomy appears,19,frames/frame_001227.png,-0.621376,0.062310,0.089593,-0.609878,0.170350,0.773724,-0.019546,55.432052,69.569127,-137.008615
1228,make slow circular sweeps until moving anatomy appears,19,frames/frame_001228.png,-0.621375,0.062242,0.089437,-0.609392,0.172011,0.773710,-0.020650,55.784868,69.370951,-136.705824
1229,make slow circular sweeps until moving anatomy appears,19,frames/frame_001229.png,-0.620428,0.064816,0.089630,-0.608546,0.174009,0.773963,-0.019305,55.831587,69.271301,-136.938151
1230,make slow circular sweeps until moving anatomy appears,18,frames/frame_001230.png,-0.620697,0.064683,0.089940,-0.607820,0.175556,0.774175,-0.019687,56.002460,69.100229,-136.867396
1231,make slow circular sweeps until moving anatomy appears,17,frames/frame_001231.png,-0.620704,0.064753,0.089889,-0.606925,0.178671,0.774210,-0.017852,56.236392,68.970284,-137.046737
1232,make slow circular sweeps until moving anatomy appears,17,frames/frame_001232.png,-0.620613,0.064802,0.089824,-0.606890,0.179168,0.774136,-0.017225,56.271007,68.980530,-137.105221
1233,make slow circular sweeps until moving anatomy appears,18,frames/frame_001233.png,-0.620684,0.064803,0.089938,-0.606533,0.180113,0.774219,-0.016177,56.264617,68.963451,-137.277426
1234,make slow circular sweeps until moving anatomy appears,18,frames/frame_001234.png,-0.620894,0.064711,0.089947,-0.606077,0.180947,0.774402,-0.015174,56.208795,68.939754,-137.486254
1235,make slow circular sweeps until moving anatomy appears,19,frames/frame_001235.png,-0.620952,0.064590,0.089720,-0.605586,0.181650,0.774646,-0.013886,56.083345,68.936790,-137.777002
1236,make slow circular sweeps until moving anatomy appears,20,frames/frame_001236.png,-0.620860,0.064620,0.089621,-0.605335,0.181951,0.774788,-0.012941,55.975706,68.955659,-137.987682
1237,make slow circular sweeps until moving anatomy appears,20,frames/frame_001237.png,-0.620754,0.064649,0.089519,-0.605139,0.182253,0.774886,-0.011923,55.876427,68.984262,-138.195918
1238,make slow circular sweeps until moving anatomy appears,20,frames/frame_001238.png,-0.620573,0.064687,0.089370,-0.604907,0.182717,0.774989,-0.009657,55.667972,69.077458,-138.628896
1239,make slow circular sweeps until moving anatomy appears,19,frames/frame_001239.png,-0.620576,0.064701,0.089559,-0.604646,0.183132,0.775118,-0.007583,55.458753,69.158247,-139.042950
1240,make slow circular sweeps until moving anatomy appears,19,frames/frame_001240.png,-0.620631,0.064636,0.089582,-0.604646,0.183225,0.775105,-0.006604,55.372079,69.213453,-139.217331
1241,make slow circular sweeps until moving anatomy appears,19,frames/frame_001241.png,-0.620753,0.064527,0.089620,-0.604665,0.183331,0.775078,-0.004784,55.200104,69.320768,-139.546833
1242,make slow circular sweeps until moving anatomy appears,20,frames/frame_001242.png,-0.620476,0.064802,0.089299,-0.605154,0.183374,0.774701,-0.001126,54.942359,69.588808,-140.105543
1243,make slow circular sweeps until moving anatomy appears,20,frames/frame_001243.png,-0.620449,0.064984,0.089282,-0.605157,0.183483,0.774673,-0.000686,54.918827,69.610544,-140.174070
1244,make slow circular sweeps until moving anatomy appears,21,frames/frame_001244.png,-0.620392,0.065287,0.089235,-0.605191,0.183623,0.774614,0.000099,54.872232,69.654798,-140.296444
1245,make slow circular sweeps until moving anatomy appears,21,frames/frame_001245.png,-0.620348,0.065234,0.089163,-0.605303,0.183563,0.774540,0.000574,54.837008,69.697500,-140.365166
