frame_number,instruction_text,quality_score,image_path,robot_x,robot_y,robot_z,robot_qx,robot_qy,robot_qz,robot_qw,roll_deg,pitch_deg,yaw_deg
705,tail more lateral slowly,31,frames/frame_000705.png,-0.688312,0.138259,0.203941,0.949883,0.181643,-0.117633,0.225591,156.096496,17.783941,17.858053
706,tail more lateral slowly,32,frames/frame_000706.png,-0.689495,0.137831,0.204530,0.948764,0.187669,-0.118958,0.224669,156.331122,18.062475,18.562758
707,tail more lateral slowly,34,frames/frame_000707.png,-0.688460,0.138204,0.204104,0.948172,0.189968,-0.119595,0.224899,156.352939,18.194311,18.818919
708,tail more lateral slowly,36,frames/frame_000708.png,-0.689514,0.137775,0.204485,0.947766,0.192383,-0.119974,0.224353,156.467750,18.284638,19.108826
709,tail more lateral slowly,39,frames/frame_000709.png,-0.688354,0.138122,0.203973,0.946919,0.195878,-0.120759,0.224486,156.526364,18.459983,19.507257
710,tail more lateral slowly,39,frames/frame_000710.png,-0.688266,0.138036,0.203991,0.946263,0.198875,-0.121369,0.224288,156.614143,18.596698,19.856582
711,tail more lateral slowly,39,frames/frame_000711.png,-0.688290,0.138043,0.204075,0.945727,0.201352,-0.121982,0.224003,156.703490,18.719209,20.146312
712,tail more lateral slowly,38,frames/frame_000712.png,-0.688279,0.137996,0.204117,0.945264,0.203418,-0.122438,0.223844,156.768181,18.816575,20.387719
713,tail more lateral slowly,36,frames/frame_000713.png,-0.688262,0.137938,0.204130,0.944885,0.205120,-0.122792,0.223696,156.823441,18.894015,20.587613
714,tail more lateral slowly,36,frames/frame_000714.png,-0.688234,0.137884,0.204188,0.944318,0.207605,-0.123357,0.223488,156.904393,19.012230,20.878901
715,tail more lateral slowly,38,frames/frame_000715.png,-0.688263,0.137862,0.204194,0.944199,0.208117,-0.123493,0.223440,156.922002,19.038763,20.938732
716,tail more lateral slowly,38,frames/frame_000716.png,-0.688210,0.137833,0.204162,0.944020,0.208892,-0.123602,0.223412,156.941904,19.068773,21.030179
717,tail more lateral slowly,39,frames/frame_000717.png,-0.688190,0.137889,0.204136,0.943959,0.209195,-0.123663,0.223351,156.956039,19.081609,21.066623
718,tail more lateral slowly,40,frames/frame_000718.png,-0.688191,0.137880,0.204163,0.943816,0.209810,-0.123812,0.223297,156.976644,19.111712,21.138709
719,tail more lateral slowly,39,frames/frame_000719.png,-0.688161,0.137893,0.204167,0.943733,0.210210,-0.123871,0.223241,156.992090,19.126659,21.186691
720,tail more lateral slowly,38,frames/frame_000720.png,-0.689249,0.137504,0.204647,0.943696,0.210830,-0.123931,0.222775,157.061195,19.137819,21.269202
721,tail more lateral slowly,36,frames/frame_000721.png,-0.689278,0.137471,0.204635,0.943619,0.211165,-0.124015,0.222738,157.073407,19.154440,21.308535
722,tail more lateral slowly,37,frames/frame_000722.png,-0.688183,0.137862,0.204183,0.943504,0.211170,-0.124124,0.223160,157.024329,19.176080,21.299044
723,tail more lateral slowly,35,frames/frame_000723.png,-0.688191,0.137801,0.204212,0.943454,0.211383,-0.124155,0.223153,157.029731,19.184517,21.324197
724,tail more lateral slowly,34,frames/frame_000724.png,-0.688169,0.137829,0.204233,0.943395,0.211650,-0.124244,0.223100,157.042634,19.199657,21.355703
725,tail more lateral slowly,34,frames/frame_000725.png,-0.689244,0.137430,0.204625,0.943434,0.211972,-0.124150,0.222680,157.098154,19.187434,21.404211
726,tail more lateral slowly,34,frames/frame_000726.png,-0.688169,0.137840,0.204178,0.943371,0.211800,-0.124240,0.223060,157.050432,19.201871,21.374541
727,tail more lateral slowly,33,frames/frame_000727.png,-0.688163,0.137800,0.204235,0.943392,0.211626,-0.124189,0.223167,157.033276,19.194403,21.352417
728,tail more lateral slowly,32,frames/frame_000728.png,-0.689417,0.137511,0.205123,0.943700,0.210779,-0.123864,0.222843,157.050952,19.130595,21.262910
729,tail more lateral slowly,31,frames/frame_000729.png,-0.689516,0.137683,0.205071,0.944369,0.208634,-0.122031,0.223042,156.958288,18.877859,21.034201
730,tail more lateral slowly,29,frames/frame_000730.png,-0.688481,0.138046,0.204561,0.944721,0.207645,-0.120509,0.223302,156.885534,18.688885,20.937955
731,tail more lateral slowly,28,frames/frame_000731.png,-0.688499,0.138051,0.204663,0.945492,0.207599,-0.116519,0.222196,156.958053,18.215406,21.024383
732,tail more lateral slowly,25,frames/frame_000732.png,-0.688320,0.137816,0.204446,0.946163,0.208702,-0.111371,0.220944,157.049332,17.636199,21.270322
733,tail more lateral slowly,22,frames/frame_000733.png,-0.688210,0.137591,0.204328,0.946697,0.210282,-0.106143,0.219727,157.139803,17.060360,21.572726
734,slide lateral away from sternum,18,frames/frame_000734.png,-0.687900,0.137032,0.203865,0.947041,0.216969,-0.093825,0.217336,157.326847,15.784708,22.623882
735,slide lateral away from sternum,16,frames/frame_000735.png,-0.688919,0.136656,0.204290,0.947100,0.218543,-0.091576,0.216457,157.415667,15.549636,22.863752
736,slide lateral away from sternum,13,frames/frame_000736.png,-0.687758,0.136798,0.203831,0.946981,0.219914,-0.089379,0.216511,157.390781,15.337680,23.063933
737,slide lateral away from sternum,12,frames/frame_000737.png,-0.688782,0.136412,0.204272,0.947005,0.221544,-0.087134,0.215655,157.475383,15.104913,23.309364
738,slide lateral away from sternum,11,frames/frame_000738.png,-0.687651,0.136459,0.203776,0.946789,0.224587,-0.082896,0.215129,157.502892,14.690651,23.751689
739,slide lateral away from sternum,11,frames/frame_000739.png,-0.687656,0.136325,0.203850,0.946544,0.227909,-0.079136,0.214127,157.595768,14.324518,24.224857
740,slide lateral away from sternum,11,frames/frame_000740.png,-0.687582,0.136166,0.203743,0.946202,0.231275,-0.075429,0.213365,157.658340,13.971225,24.698216
741,slide lateral away from sternum,12,frames/frame_000741.png,-0.687566,0.136018,0.203640,0.945827,0.234266,-0.072316,0.212842,157.696691,13.681249,25.113158
742,slide lateral away from sternum,13,frames/frame_000742.png,-0.687600,0.135873,0.203553,0.945475,0.236785,-0.069750,0.212474,157.719742,13.445225,25.460579
743,slide lateral away from sternum,14,frames/frame_000743.png,-0.687585,0.135758,0.203475,0.945137,0.238988,-0.067609,0.212202,157.734840,13.251580,25.761911
744,slide lateral away from sternum,15,frames/frame_000744.png,-0.688413,0.135955,0.203169,0.944716,0.242162,-0.064006,0.211595,157.767928,12.909710,26.207557
745,slide lateral away from sternum,16,frames/frame_000745.png,-0.688417,0.135904,0.203021,0.944607,0.242689,-0.063601,0.211601,157.764991,12.877200,26.276852
746,slide lateral away from sternum,16,frames/frame_000746.png,-0.687337,0.136026,0.202362,0.944393,0.243221,-0.063291,0.212037,157.714195,12.866894,26.339772
747,slide lateral away from sternum,18,frames/frame_000747.png,-0.687278,0.135932,0.202213,0.944287,0.243795,-0.063159,0.211889,157.735773,12.861532,26.411809
748,slide lateral away from sternum,19,frames/frame_000748.png,-0.687137,0.135525,0.201969,0.944178,0.244595,-0.063228,0.211430,157.801053,12.875063,26.510947
749,slide lateral away from sternum,21,frames/frame_000749.png,-0.687091,0.135404,0.201716,0.944366,0.244438,-0.063958,0.210554,157.917445,12.928431,26.490689
750,slide lateral away from sternum,24,frames/frame_000750.png,-0.687041,0.135540,0.201525,0.944924,0.243090,-0.065329,0.209183,158.090298,13.012433,26.324809
751,slide lateral away from sternum,28,frames/frame_000751.png,-0.686993,0.135595,0.201278,0.945568,0.241477,-0.066923,0.207635,158.285059,13.110996,26.126425
752,slide lateral away from sternum,32,frames/frame_000752.png,-0.687882,0.135034,0.201133,0.946331,0.239933,-0.068176,0.205528,158.537794,13.159300,25.949466
753,slide lateral away from sternum,38,frames/frame_000753.png,-0.686909,0.134967,0.200604,0.946943,0.238243,-0.069919,0.204084,158.721830,13.277111,25.739165
754,,42,frames/frame_000754.png,-0.686965,0.134869,0.200420,0.948198,0.234952,-0.072549,0.201134,159.078418,13.420504,25.344918
755,,45,frames/frame_000755.png,-0.686835,0.134964,0.200187,0.948968,0.232803,-0.074003,0.199462,159.275371,13.492856,25.089146
756,,49,frames/frame_000756.png,-0.686761,0.135236,0.200053,0.949617,0.230872,-0.075386,0.198095,159.437714,13.570725,24.856630
757,,53,frames/frame_000757.png,-0.686780,0.135322,0.200064,0.950090,0.229352,-0.076749,0.197069,159.565113,13.664340,24.668891
758,,57,frames/frame_000758.png,-0.687896,0.134979,0.200520,0.950354,0.228821,-0.077337,0.196183,159.673383,13.696401,24.608664
759,,61,frames/frame_000759.png,-0.686895,0.135180,0.200080,0.950608,0.227712,-0.078373,0.195830,159.720638,13.779775,24.466100
760,,68,frames/frame_000760.png,-0.686914,0.135169,0.200044,0.950745,0.227251,-0.078786,0.195535,159.757194,13.808714,24.409033
761,,70,frames/frame_000761.png,-0.686862,0.135270,0.199895,0.951018,0.226371,-0.079399,0.194981,159.822226,13.844988,24.302928
762,,72,frames/frame_000762.png,-0.686830,0.135283,0.199762,0.951225,0.225647,-0.079910,0.194599,159.867050,13.877418,24.214495
763,,76,frames/frame_000763.png,-0.686827,0.135313,0.199660,0.951390,0.225122,-0.080342,0.194222,159.912613,13.905424,24.150827
764,,75,frames/frame_000764.png,-0.686797,0.135346,0.199466,0.951524,0.224657,-0.080588,0.194001,159.936857,13.917812,24.094949
765,,75,frames/frame_000765.png,-0.687884,0.135147,0.199429,0.951799,0.224066,-0.080887,0.193213,160.026693,13.919624,24.031202
766,,75,frames/frame_000766.png,-0.687906,0.135130,0.199603,0.951847,0.223905,-0.081192,0.193032,160.051719,13.945926,24.009964
767,,77,frames/frame_000767.png,-0.687059,0.135486,0.199460,0.951824,0.223652,-0.081684,0.193231,160.034775,14.000509,23.969834
768,,79,frames/frame_000768.png,-0.688216,0.135215,0.200040,0.951909,0.223722,-0.081855,0.192659,160.106116,14.007016,23.983388
769,,81,frames/frame_000769.png,-0.687156,0.135544,0.199391,0.951891,0.223428,-0.081860,0.193088,160.051907,14.012020,23.942559
770,,82,frames/frame_000770.png,-0.687120,0.135504,0.199259,0.951903,0.223377,-0.081815,0.193108,160.047955,14.006453,23.936960
771,,82,frames/frame_000771.png,-0.687028,0.135504,0.199006,0.951944,0.223219,-0.081697,0.193136,160.040012,13.990759,23.919619
772,,82,frames/frame_000772.png,-0.688139,0.135257,0.199666,0.952032,0.223260,-0.081916,0.192562,160.112146,14.002044,23.929011
773,,82,frames/frame_000773.png,-0.687126,0.135563,0.199407,0.951977,0.223129,-0.082124,0.192897,160.075282,14.030695,23.905818
774,,82,frames/frame_000774.png,-0.687178,0.135545,0.199395,0.951984,0.223093,-0.082183,0.192878,160.078205,14.036085,23.900963
775,,83,frames/frame_000775.png,-0.687185,0.135564,0.199397,0.951994,0.223068,-0.082205,0.192850,160.081479,14.037356,23.897945
776,tail more lateral slowly,82,frames/frame_000776.png,-0.687273,0.135570,0.199411,0.952008,0.222997,-0.082333,0.192807,160.088106,14.049139,23.888194
777,tail more lateral slowly,82,frames/frame_000777.png,-0.687288,0.135620,0.199383,0.952025,0.222941,-0.082353,0.192779,160.090955,14.049524,23.881646
778,tail more lateral slowly,82,frames/frame_000778.png,-0.687290,0.135612,0.199440,0.952017,0.222988,-0.082387,0.192750,160.095706,14.053613,23.887147
779,tail more lateral slowly,83,frames/frame_000779.png,-0.687310,0.135623,0.199398,0.952022,0.222971,-0.082389,0.192743,160.096357,14.053297,23.885197
780,tail more lateral slowly,83,frames/frame_000780.png,-0.687310,0.135664,0.199402,0.952031,0.222919,-0.082427,0.192741,160.096559,14.056484,23.878463
781,tail more lateral slowly,85,frames/frame_000781.png,-0.687336,0.135642,0.199389,0.952030,0.222932,-0.082415,0.192736,160.097102,14.055241,23.880312
782,tail more lateral slowly,86,frames/frame_000782.png,-0.687353,0.135619,0.199433,0.952026,0.222963,-0.082449,0.192706,160.101784,14.058972,23.883857
783,tail more lateral slowly,86,frames/frame_000783.png,-0.687342,0.135631,0.199438,0.952021,0.222969,-0.082469,0.192719,160.100718,14.061566,23.884087
784,tail more lateral slowly,88,frames/frame_000784.png,-0.688400,0.135339,0.199868,0.952096,0.223058,-0.082415,0.192266,160.153854,14.046314,23.901711
785,tail more lateral slowly,86,frames/frame_000785.png,-0.687340,0.135643,0.199393,0.952032,0.222959,-0.082431,0.192692,160.102977,14.056445,23.883863
786,,87,frames/frame_000786.png,-0.687365,0.135671,0.199398,0.952038,0.222903,-0.082461,0.192714,160.100202,14.059287,23.876500
787,,89,frames/frame_000787.png,-0.687370,0.135625,0.199439,0.952024,0.222961,-0.082483,0.192706,160.102411,14.062726,23.883073
788,,87,frames/frame_000788.png,-0.687372,0.135600,0.199418,0.952019,0.222962,-0.082465,0.192734,160.098746,14.061387,23.883112
789,,89,frames/frame_000789.png,-0.687351,0.135629,0.199422,0.952028,0.222949,-0.082457,0.192710,160.101278,14.059617,23.882095
790,,88,frames/frame_000790.png,-0.687343,0.135653,0.199382,0.952034,0.222939,-0.082426,0.192708,160.100759,14.055878,23.881353
791,,89,frames/frame_000791.png,-0.687378,0.135626,0.199423,0.952023,0.222969,-0.082482,0.192702,160.102909,14.062686,23.884121
792,,88,frames/frame_000792.png,-0.687365,0.135607,0.199419,0.952022,0.222962,-0.082457,0.192722,160.099954,14.060162,23.883438
793,,85,frames/frame_000793.png,-0.688403,0.135351,0.199849,0.952093,0.223036,-0.082432,0.192296,160.150355,14.048554,23.898479
794,,85,frames/frame_000794.png,-0.687358,0.135619,0.199459,0.952019,0.222968,-0.082491,0.192721,160.100942,14.064040,23.883608
795,,84,frames/frame_000795.png,-0.687354,0.135645,0.199401,0.952027,0.222949,-0.082454,0.192719,160.100106,14.059485,23.881926
796,,87,frames/frame_000796.png,-0.687353,0.135628,0.199416,0.952028,0.222949,-0.082455,0.192713,160.100790,14.059506,23.881965
797,,90,frames/frame_000797.png,-0.687381,0.135628,0.199455,0.952019,0.222960,-0.082506,0.192723,160.100854,14.065587,23.882393
798,,90,frames/frame_000798.png,-0.687367,0.135648,0.199439,0.952029,0.222941,-0.082474,0.192708,160.101699,14.061273,23.880882
799,,88,frames/frame_000799.png,-0.687376,0.135647,0.199470,0.952025,0.222942,-0.082508,0.192710,160.102202,14.065188,23.880476
800,,90,frames/frame_000800.png,-0.687369,0.135648,0.199433,0.952023,0.222968,-0.082482,0.192701,160.103068,14.062588,23.883985
801,,90,frames/frame_000801.png,-0.687358,0.135672,0.199417,0.952027,0.222947,-0.082475,0.192711,160.101456,14.061595,23.881462
802,,91,frames/frame_000802.png,-0.687391,0.135601,0.199422,0.952014,0.222978,-0.082495,0.192729,160.100180,14.064915,23.884591
803,,91,frames/frame_000803.png,-0.687368,0.135650,0.199495,0.952025,0.222943,-0.082516,0.192709,160.102478,14.066027,23.880522
804,,92,frames/frame_000804.png,-0.687403,0.135625,0.199451,0.952008,0.222999,-0.082526,0.192724,160.101677,14.068712,23.886719
805,,96,frames/frame_000805.png,-0.687368,0.135593,0.199470,0.952005,0.223009,-0.082498,0.192735,160.099938,14.066113,23.888194
806,,93,frames/frame_000806.png,-0.687369,0.135669,0.199479,0.952024,0.222935,-0.082512,0.192721,160.100810,14.065795,23.879362
807,,91,frames/frame_000807.png,-0.687406,0.135626,0.199468,0.952017,0.222956,-0.082524,0.192726,160.100776,14.067699,23.881573
808,,91,frames/frame_000808.png,-0.687386,0.135633,0.199496,0.952017,0.222953,-0.082525,0.192733,160.100011,14.067833,23.881123
809,,92,frames/frame_000809.png,-0.687389,0.135641,0.199485,0.952010,0.222983,-0.082535,0.192729,160.101071,14.069507,23.884600
810,,92,frames/frame_000810.png,-0.687418,0.135605,0.199509,0.952003,0.222991,-0.082560,0.192741,160.100263,14.072788,23.884997
811,,93,frames/frame_000811.png,-0.688466,0.135326,0.199956,0.952074,0.223134,-0.082520,0.192243,160.159694,14.059104,23.909437
812,,94,frames/frame_000812.png,-0.687401,0.135646,0.199493,0.952016,0.222982,-0.082547,0.192693,160.105516,14.069926,23.884868
813,,96,frames/frame_000813.png,-0.687389,0.135659,0.199523,0.952009,0.222988,-0.082565,0.192712,160.103752,14.072502,23.885069
814,,96,frames/frame_000814.png,-0.687401,0.135633,0.199507,0.952015,0.222967,-0.082549,0.192711,160.103177,14.070325,23.882821
815,,96,frames/frame_000815.png,-0.687389,0.135636,0.199461,0.952011,0.222977,-0.082505,0.192742,160.098856,14.066346,23.884250
816,,95,frames/frame_000816.png,-0.687405,0.135624,0.199506,0.952009,0.223018,-0.082538,0.192690,160.106135,14.069600,23.889255
817,,95,frames/frame_000817.png,-0.687390,0.135660,0.199509,0.952017,0.222987,-0.082531,0.192687,160.105970,14.068096,23.885782
818,,95,frames/frame_000818.png,-0.687424,0.135605,0.199491,0.952000,0.223035,-0.082546,0.192711,160.104150,14.071307,23.890864
819,,91,frames/frame_000819.png,-0.687396,0.135674,0.199481,0.952016,0.222977,-0.082540,0.192702,160.104198,14.069292,23.884247
820,,90,frames/frame_000820.png,-0.687408,0.135687,0.199467,0.952015,0.222991,-0.082545,0.192687,160.106264,14.069796,23.886019
821,,89,frames/frame_000821.png,-0.687430,0.135667,0.199517,0.952011,0.223022,-0.082581,0.192656,160.111107,14.073610,23.889629
822,,92,frames/frame_000822.png,-0.687394,0.135637,0.199477,0.952009,0.222987,-0.082516,0.192737,160.099807,14.067694,23.885303
823,,92,frames/frame_000823.png,-0.687423,0.135628,0.199480,0.952006,0.223002,-0.082545,0.192718,160.102852,14.070777,23.886903
824,,91,frames/frame_000824.png,-0.688455,0.135312,0.199969,0.952069,0.223117,-0.082526,0.192284,160.154796,14.060333,23.906742
825,,93,frames/frame_000825.png,-0.687408,0.135629,0.199494,0.952004,0.222993,-0.082543,0.192740,160.100055,14.070852,23.885599
826,,94,frames/frame_000826.png,-0.687407,0.135651,0.199540,0.952006,0.222985,-0.082580,0.192726,160.102309,14.074464,23.884233
827,,94,frames/frame_000827.png,-0.687398,0.135629,0.199525,0.952003,0.223001,-0.082545,0.192734,160.100906,14.071166,23.886512
828,,94,frames/frame_000828.png,-0.688454,0.135294,0.199940,0.952065,0.223142,-0.082496,0.192288,160.154103,14.057646,23.910202
829,,96,frames/frame_000829.png,-0.687438,0.135619,0.199565,0.951996,0.222994,-0.082620,0.192744,160.101150,14.079642,23.884482
830,,96,frames/frame_000830.png,-0.688460,0.135335,0.199952,0.952065,0.223122,-0.082537,0.192295,160.153804,14.061939,23.907048
831,,96,frames/frame_000831.png,-0.688488,0.135349,0.199980,0.952066,0.223125,-0.082579,0.192265,160.158201,14.066061,23.907251
832,,95,frames/frame_000832.png,-0.688444,0.135327,0.199960,0.952073,0.223093,-0.082519,0.192296,160.152947,14.059355,23.903859
833,,97,frames/frame_000833.png,-0.687440,0.135626,0.199546,0.951999,0.223024,-0.082591,0.192707,160.105277,14.076053,23.888930
834,,95,frames/frame_000834.png,-0.687428,0.135592,0.199536,0.951996,0.223027,-0.082575,0.192726,160.102868,14.074816,23.889321
835,,96,frames/frame_000835.png,-0.687441,0.135623,0.199576,0.951999,0.223030,-0.082620,0.192691,160.107886,14.078980,23.889506
836,,96,frames/frame_000836.png,-0.687416,0.135643,0.199529,0.952012,0.222984,-0.082560,0.192703,160.104583,14.071734,23.884737
837,,96,frames/frame_000837.png,-0.687405,0.135622,0.199532,0.952002,0.222986,-0.082557,0.192754,160.098649,14.072625,23.884360
838,,95,frames/frame_000838.png,-0.687425,0.135644,0.199541,0.951999,0.223016,-0.082597,0.192714,160.104493,14.076754,23.887849
839,,96,frames/frame_000839.png,-0.687439,0.135627,0.199520,0.951999,0.223016,-0.082580,0.192721,160.103338,14.075030,23.887989
840,,93,frames/frame_000840.png,-0.687430,0.135632,0.199517,0.952002,0.223007,-0.082580,0.192719,160.103396,14.074745,23.886890
841,,92,frames/frame_000841.png,-0.687440,0.135654,0.199562,0.952004,0.223011,-0.082609,0.192691,160.107316,14.077419,23.887311
842,,92,frames/frame_000842.png,-0.687418,0.135652,0.199491,0.952005,0.223009,-0.082547,0.192714,160.103428,14.071058,23.887692
843,,92,frames/frame_000843.png,-0.688477,0.135357,0.199992,0.952070,0.223126,-0.082552,0.192257,160.158611,14.062809,23.907847
844,,91,frames/frame_000844.png,-0.687411,0.135665,0.199536,0.952004,0.223004,-0.082572,0.192714,160.103781,14.073657,23.886765
845,,87,frames/frame_000845.png,-0.687432,0.135667,0.199531,0.952008,0.223014,-0.082582,0.192682,160.107908,14.074203,23.888302
846,,87,frames/frame_000846.png,-0.687432,0.135629,0.199531,0.952002,0.222998,-0.082583,0.192729,160.102176,14.075200,23.885665
847,,85,frames/frame_000847.png,-0.687421,0.135694,0.199530,0.952021,0.222957,-0.082570,0.192687,160.106260,14.071844,23.881643
848,,83,frames/frame_000848.png,-0.687424,0.135673,0.199502,0.952010,0.222985,-0.082553,0.192719,160.102630,14.071275,23.884747
849,,82,frames/frame_000849.png,-0.687411,0.135672,0.199545,0.952015,0.222991,-0.082565,0.192678,160.107713,14.071788,23.885869
850,,85,frames/frame_000850.png,-0.687438,0.135627,0.199547,0.952001,0.223023,-0.082579,0.192707,160.105063,14.074714,23.888963
851,,85,frames/frame_000851.png,-0.687425,0.135685,0.199561,0.952009,0.223002,-0.082600,0.192681,160.108287,14.075942,23.886563
852,,85,frames/frame_000852.png,-0.687443,0.135674,0.199575,0.952005,0.223009,-0.082616,0.192686,160.108094,14.078080,23.887111
853,,85,frames/frame_000853.png,-0.687433,0.135624,0.199535,0.951997,0.223041,-0.082579,0.192703,160.105853,14.074927,23.891274
854,,85,frames/frame_000854.png,-0.687442,0.135676,0.199602,0.952008,0.223004,-0.082645,0.192667,160.110794,14.080667,23.886350
855,,85,frames/frame_000855.png,-0.687426,0.135647,0.199548,0.952004,0.223013,-0.082573,0.192708,160.104741,14.073809,23.887870
856,,88,frames/frame_000856.png,-0.688489,0.135374,0.199977,0.952077,0.223128,-0.082541,0.192225,160.162155,14.060880,23.908680
857,,89,frames/frame_000857.png,-0.688504,0.135388,0.200023,0.952068,0.223135,-0.082609,0.192233,160.162692,14.068758,23.908438
858,,89,frames/frame_000858.png,-0.688509,0.135374,0.200018,0.952077,0.223133,-0.082581,0.192203,160.165651,14.064905,23.908994
859,,89,frames/frame_000859.png,-0.688497,0.135314,0.200021,0.952056,0.223174,-0.082573,0.192260,160.159397,14.066214,23.913121
860,,91,frames/frame_000860.png,-0.687451,0.135643,0.199575,0.952002,0.223011,-0.082616,0.192700,160.106436,14.078475,23.887149
861,,88,frames/frame_000861.png,-0.687451,0.135671,0.199551,0.952013,0.222986,-0.082595,0.192685,160.107465,14.075214,23.884657
862,,89,frames/frame_000862.png,-0.688507,0.135384,0.200043,0.952072,0.223105,-0.082616,0.192242,160.161281,14.069154,23.904579
863,,90,frames/frame_000863.png,-0.687439,0.135669,0.199552,0.952000,0.223016,-0.082607,0.192705,160.105716,14.077609,23.887786
864,,86,frames/frame_000864.png,-0.688495,0.135380,0.200002,0.952066,0.223135,-0.082587,0.192250,160.160215,14.066736,23.908470
865,,88,frames/frame_000865.png,-0.687442,0.135688,0.199579,0.952004,0.223025,-0.082617,0.192673,160.109792,14.078191,23.889114
866,,88,frames/frame_000866.png,-0.687445,0.135659,0.199546,0.952007,0.223002,-0.082581,0.192701,160.105478,14.074382,23.886518
867,,89,frames/frame_000867.png,-0.687458,0.135676,0.199618,0.952005,0.223022,-0.082644,0.192658,160.112131,14.080732,23.888639
868,,90,frames/frame_000868.png,-0.687448,0.135676,0.199572,0.952009,0.223003,-0.082611,0.192674,160.109347,14.077088,23.886594
869,,91,frames/frame_000869.png,-0.687453,0.135639,0.199587,0.951995,0.223032,-0.082625,0.192704,160.106516,14.079994,23.889467
870,,91,frames/frame_000870.png,-0.687444,0.135671,0.199570,0.952000,0.223018,-0.082610,0.192703,160.106082,14.078018,23.888054
871,,88,frames/frame_000871.png,-0.687454,0.135666,0.199586,0.952004,0.222994,-0.082637,0.192698,160.106894,14.080325,23.884896
872,,90,frames/frame_000872.png,-0.687461,0.135669,0.199594,0.952001,0.222993,-0.082645,0.192710,160.105670,14.081485,23.884489
873,,91,frames/frame_000873.png,-0.687471,0.135598,0.199575,0.951991,0.223038,-0.082629,0.192719,160.104920,14.080871,23.889837
874,,89,frames/frame_000874.png,-0.687462,0.135657,0.199558,0.952000,0.223008,-0.082633,0.192704,160.106233,14.080318,23.886451
875,,91,frames/frame_000875.png,-0.688516,0.135343,0.200053,0.952061,0.223122,-0.082639,0.192268,160.158998,14.072708,23.905938
876,,94,frames/frame_000876.png,-0.687450,0.135639,0.199564,0.951999,0.223001,-0.082610,0.192727,160.103073,14.078132,23.885633
877,,95,frames/frame_000877.png,-0.687458,0.135627,0.199610,0.951983,0.223038,-0.082660,0.192742,160.102808,14.084868,23.889061
878,,96,frames/frame_000878.png,-0.687454,0.135621,0.199565,0.951990,0.223042,-0.082607,0.192724,160.103938,14.078633,23.890622
879,,97,frames/frame_000879.png,-0.687479,0.135650,0.199598,0.951994,0.223026,-0.082674,0.192699,160.107973,14.085188,23.888004
880,,96,frames/frame_000880.png,-0.687463,0.135619,0.199604,0.951981,0.223057,-0.082665,0.192727,160.104972,14.085429,23.891447
881,,96,frames/frame_000881.png,-0.687453,0.135640,0.199574,0.951991,0.223027,-0.082623,0.192732,160.103104,14.080254,23.888480
882,,95,frames/frame_000882.png,-0.688510,0.135321,0.200028,0.952053,0.223168,-0.082604,0.192268,160.158952,14.069776,23.911915
883,,93,frames/frame_000883.png,-0.687476,0.135622,0.199607,0.951987,0.223015,-0.082671,0.192746,160.102226,14.085709,23.886192
884,,92,frames/frame_000884.png,-0.687445,0.135655,0.199618,0.951991,0.223016,-0.082646,0.192735,160.102993,14.082702,23.886782
885,,93,frames/frame_000885.png,-0.687441,0.135631,0.199595,0.951989,0.223015,-0.082628,0.192754,160.100500,14.081157,23.886686
886,,91,frames/frame_000886.png,-0.688542,0.135351,0.200016,0.952061,0.223146,-0.082661,0.192233,160.163855,14.074800,23.908910
887,,91,frames/frame_000887.png,-0.687602,0.135694,0.199566,0.951988,0.223144,-0.082966,0.192461,160.143301,14.114397,23.900989
888,,90,frames/frame_000888.png,-0.688585,0.135489,0.200115,0.952055,0.223400,-0.083453,0.191625,160.254453,14.153534,23.935690
889,,89,frames/frame_000889.png,-0.688473,0.135776,0.200558,0.952191,0.223500,-0.084711,0.190275,160.439009,14.263095,23.947893
890,,88,frames/frame_000890.png,-0.687435,0.136009,0.200184,0.952366,0.223279,-0.085479,0.189313,160.563701,14.320981,23.923884
891,,87,frames/frame_000891.png,-0.687511,0.135770,0.200224,0.952737,0.222954,-0.086119,0.187526,160.780650,14.342495,23.901311
892,,87,frames/frame_000892.png,-0.687503,0.135726,0.200285,0.953213,0.222223,-0.086737,0.185686,160.997529,14.352413,23.831687
893,,87,frames/frame_000893.png,-0.687518,0.135685,0.200299,0.953469,0.221819,-0.087020,0.184717,161.110546,14.352692,23.793291
894,,83,frames/frame_000894.png,-0.687470,0.135601,0.200269,0.953976,0.221091,-0.087424,0.182771,161.335455,14.336665,23.728629
895,,82,frames/frame_000895.png,-0.687456,0.135569,0.200278,0.954225,0.220716,-0.087664,0.181809,161.447094,14.333113,23.694331
896,,84,frames/frame_000896.png,-0.687405,0.135546,0.200217,0.954699,0.220089,-0.087984,0.179915,161.665547,14.311316,23.642207
897,,86,frames/frame_000897.png,-0.687427,0.135485,0.200370,0.955114,0.219564,-0.088401,0.178139,161.873640,14.305449,23.599180
898,,87,frames/frame_000898.png,-0.687470,0.135547,0.200412,0.955607,0.218798,-0.088695,0.176281,162.085178,14.279643,23.530343
899,,89,frames/frame_000899.png,-0.688614,0.135134,0.200956,0.956691,0.216945,-0.089039,0.172477,162.509008,14.193766,23.358898
900,,90,frames/frame_000900.png,-0.687531,0.135551,0.200476,0.956927,0.216138,-0.089118,0.172145,162.537612,14.180201,23.266565
